الآداب  واللغات والمراحل التحضيرية الأدبية
الآداب  واللغات والمراحل التحضيرية الأدبية,,,,,
2025,2024,2023,الباكالوريا,المؤسسة/الجامعة,الشعبة
108.2252,117.6519,103.2865,العلوم التقنية,,
112.315,133.165,136.38,رياضيات,"الإدارة  العامة للدراسات  التكنولوجيةالمعهد العالى للدراسات التكنولوجية بزغوان",الإجازة  في تكنولوجيات الإعلامية24566
112.79,117.94,124.27,علوم تجريبية,,
103.6417,117.76,112.1,إقتصاد وتصرف,,
122.165,136.015,137.075,العلوم التقنية,,
134.78,133.385,133.425,علوم الإعلامية,,
العلوم الصحيحة والتكنولوجيا
العلوم الصحيحة والتكنولوجيا,,,,,
2025,2024,2023,الباكالوريا,المؤسسة/الجامعة,الشعبة
93.615,96.4101,84.7282,رياضيات,"الإدارة  العامة للدراسات  التكنولوجيةالمعهد العالى للدراسات التكنولوجية بزغوان",الإجازة  في هندسة الأساليب24597
79.3582,95.0552,88.8723,علوم تجريبية,,
112.49,115.1909,115.21,العلوم التقنية,,
106.735,148.0185,143.1981,رياضيات,"جامعة سوسةالمعهد العالى للتصرف بسوسة",الإجازة  في إعلامية  التـصـرف30311
138.485,106.2207,160.7568,علوم تجريبية,,
140.48,156.51,143.82,إقتصاد وتصرف,,
113.4307,187.785,191.8296,العلوم التقنية,,
128.175,128.1111,131.915,علوم الإعلامية,,
97.8934,94.9051,99.885,رياضيات,"جامعة سوسةالمدرسة العليا للعلوم والتكنولوجيا بحمام سوسة",الإجازة  في الكيمياء30501
103.3517,96.7779,98.415,علوم تجريبية,,
112.029,109.5573,117.9301,العلوم التقنية,,
116.095,113.325,120.1878,رياضيات,"جامعة سوسةالمدرسة العليا للعلوم والتكنولوجيا بحمام سوسة",الإجازة  في الفيزياء و الطاقة30504
107.37,105.2613,106.22,علوم تجريبية,,
110.8734,114.59,117.61,العلوم التقنية,,
87.6065,94.4489,81.4585,رياضيات,"جامعة سوسةالمدرسة العليا للعلوم والتكنولوجيا بحمام سوسة",الإجازة  في الرياضيات30507
117.06,111.19,104.27,علوم تجريبية,,
117.085,170.4457,158.1674,العلوم التقنية,,
139.53,100.9545,175.587,علوم الإعلامية,,
136.7781,155.815,153.575,رياضيات,"جامعة سوسةالمعهد العالي للاعلامية   و تكنولوجيات الاتصالبسوسة",الإجازة  في علوم الإعلامية30523
151.77,151.355,153.86,علوم تجريبية,,
171.6494,182.9005,179.7012,العلوم التقنية,,
154.4,155.0484,151.695,علوم الإعلامية,,
104.705,145.045,147.7135,رياضيات,"جامعة سوسةالمعهد العالي للاعلامية   و تكنولوجيات الاتصالبسوسة",الإجازة  في هندسة نظم الإعلامية30524
132.605,134.2262,142.7808,علوم تجريبية,,
176.5126,178.3476,178.5991,العلوم التقنية,,
143.7117,143.135,140.04,علوم الإعلامية,,
115.05,144.4393,148.33,رياضيات,"الإدارة  العامة للدراسات  التكنولوجيةالمعهد العالي للدراسات التكنولوجية بسوسة",الإجازة  في تكنولوجيات الإعلامية30566
123.0179,132.1557,138.845,علوم تجريبية,,
131.3425,139.2391,130.43,إقتصاد وتصرف,,
156.105,162.2174,166.9414,العلوم التقنية,,
140.865,143.155,143.26,علوم الإعلامية,,
العلوم الصحيحة والتكنولوجيا
العلوم الصحيحة والتكنولوجيا,,,,,
2025,2024,2023,الباكالوريا,المؤسسة/الجامعة,الشعبة
125.42,145.0011,153.281,رياضيات,"جامعة سوسةالمعهد العالي للعلوم التطبيقية و التكنولوجيا بسوسة",الإجازة  في الهندسـة المدنية30568
133.5449,121.2399,158.1532,علوم تجريبية,,
101.9332,133.306,139.6974,العلوم التقنية,,
124.0719,117.7233,127.4245,علوم الإعلامية,,
123.141,158.295,133.6912,رياضيات,"جامعة سوسةالمعهد العالي للعلوم التطبيقية و التكنولوجيا بسوسة",الإجازة  في الهندسـة الميكانـيـكـيـة30570
116.955,138.685,143.4121,علوم تجريبية,,
121.3817,147.1536,145.715,العلوم التقنية,,
130.0799,114.6505,113.2809,علوم الإعلامية,,
112.1735,130.165,122.18,رياضيات,"الإدارة  العامة للدراسات  التكنولوجيةالمعهد العالي للدراسات التكنولوجية بسوسة",الإجازة  في الهندسـة الكهـربـائـيــة30571
117.6679,111.115,124.1682,علوم تجريبية,,
119.7812,130.07,134.4295,العلوم التقنية,,
124.1521,118.355,115.453,علوم الإعلامية,,
107.8733,138.5525,138.8895,رياضيات,"جامعة سوسةالمعهد العالي للاعلامية   و تكنولوجيات الاتصالبسوسة",الإجازة  في تكنولوجيات المعلومات والاتصالات30573
123.7313,120.8172,130.8859,علوم تجريبية,,
156.7478,155.9276,165.1884,العلوم التقنية,,
126.4067,121.2033,123.7972,علوم الإعلامية,,
88.8276,84.0507,78.1537,رياضيات,"جامعة سوسةالمعهد العالي للنقل واللوجستية بسوسة",الإجازة   في تكنولوجيا وهندسة النقل30580
100.155,100.0822,99.4906,علوم تجريبية,,
93.6266,99.311,99.5783,العلوم التقنية,,
116.875,132.0362,124.762,رياضيات,"جامعة سوسةالمعهد العالي للعلوم التطبيقية و التكنولوجيا بسوسة",الإجازة  في الهندسة  الطاقية30603
101.3799,110.3378,106.9583,علوم تجريبية,,
112.7364,125.5359,134.9912,العلوم التقنية,,
108.5569,122.4508,126.33,رياضيات,"جامعة سوسةالمعهد العالي للعلوم التطبيقية و التكنولوجيا بسوسة",الإجازة  في الإلكترونيك  والكهروتقنية والآلية30629
107.235,108.4652,113.4592,علوم تجريبية,,
137.3867,142.9833,150.5933,العلوم التقنية,,
122.3331,118.4918,117.4165,علوم الإعلامية,,
110.445,122.095,125.715,رياضيات,"جامعة سوسةالمعهد العالي للعلوم التطبيقية و التكنولوجيا بسوسة",الإجازة  في الإلكتروميكانيك30671
109.835,109.225,108.685,علوم تجريبية,,
144.295,151.6283,154.7083,العلوم التقنية,,
122.825,124.21,113.8,علوم الإعلامية,,
العلوم الصحيحة والتكنولوجيا
العلوم الصحيحة والتكنولوجيا,,,,,
2025,2024,2023,الباكالوريا,المؤسسة/الجامعة,الشعبة
99.0433,97.8333,108.4907,رياضيات,"جامعة سوسةالمعهد العالي للنقل واللوجستية بسوسة",الإجازة  في الهندسة اللوجستية30672
112.7758,111.679,116.1343,علوم تجريبية,,
103.7758,111.1213,113.7338,العلوم التقنية,,
111.9309,107.2372,108.94,علوم الإعلامية,,
0,103.7202,85.9779,رياضيات,"جامعة سوسةالمعهد العالي للنقل واللوجستية بسوسة",الاجازة   في علوم النقل30673
105.185,101.8854,104.625,علوم تجريبية,,
105.3683,113.0723,108.5943,إقتصاد وتصرف,,
97.8604,107.4387,105.7535,العلوم التقنية,,
86.8074,81.1481,88.5036,علوم الإعلامية,,
161.3025,171.2642,170.89,رياضيات,"جامعة سوسةالمعهد العالي للعلوم التطبيقية و التكنولوجيا بسوسة",الإجازة  في علوم الإعلامية31523
164.4376,163.7,169.715,علوم تجريبية,,
180.11,189.9892,188.3521,العلوم التقنية,,
170.255,177.2776,180.285,علوم الإعلامية,,
106.852,147.2106,156.3752,رياضيات,"جامعة سوسةالمعهد العالي للعلوم التطبيقية و التكنولوجيا بسوسة",الإجازة  في هندسة نظم الإعلامية31524
133.2739,138.99,150.442,علوم تجريبية,,
169.3489,185.9072,187.1002,العلوم التقنية,,
146.7666,149.5272,155.885,علوم الإعلامية,,
114.435,131.43,120.94,رياضيات,"الإدارة  العامة للدراسات  التكنولوجيةالمعهد العالي للدراسات التكنولوجية بسوسة",الإجازة  في الهندسـة الميكانـيـكـيـة31570
114.26,116.614,117.81,علوم تجريبية,,
113.8248,124.245,126.4217,العلوم التقنية,,
123.0233,111.58,120.34,علوم الإعلامية,,
102.7378,113.695,120.41,رياضيات,"جامعة سوسةالمدرسة العليا للعلوم والتكنولوجيا بحمام سوسة",الإجازة  في الإلكترونيك  والكهروتقنية والآلية31629
106.7101,109.46,109.4552,علوم تجريبية,,
127.1339,138.335,142.0283,العلوم التقنية,,
126.9662,114.615,112.8476,علوم الإعلامية,,
133.1508,153.325,151.67,رياضيات,"جامعة سوسةالمدرسة العليا للعلوم والتكنولوجيا بحمام سوسة",الإجازة  في علوم الإعلامية32523
144.0916,147.235,152.6195,علوم تجريبية,,
177.2509,180.4769,181.0066,العلوم التقنية,,
155.31,162.47,160.465,علوم الإعلامية,,
العلوم الصحيحة والتكنولوجيا
العلوم الصحيحة والتكنولوجيا,,,,,
2025,2024,2023,الباكالوريا,المؤسسة/الجامعة,الشعبة
97.23,102.13,104.595,رياضيات,"جامعة المنستيركلية العلوم بالمنستير",الإجازة  في الكيمياء34501
84.9199,96.505,98.0336,علوم تجريبية,,
103.15,107.15,104.935,العلوم التقنية,,
107.4066,105.6536,107.485,رياضيات,"جامعة المنستيركلية العلوم بالمنستير",الإجازة  في الفيزياء و الكيمياء34502
89.5144,93.3286,98.2474,علوم تجريبية,,
101.7356,113.4521,107.695,العلوم التقنية,,
99.1285,92.915,101.125,رياضيات,"جامعة المنستيركلية العلوم بالمنستير",الإجازة  في الفيزياء34503
79.2218,73.935,78.8701,علوم تجريبية,,
102.9467,102.475,98.5042,العلوم التقنية,,
103.1332,108.425,111.865,رياضيات,"جامعة المنستيركلية العلوم بالمنستير",الإجازة  في الفيزياء و الطاقة34504
87.5782,93.7967,94.1632,علوم تجريبية,,
101.5644,102.6267,105.14,العلوم التقنية,,
96.1917,95.5416,79.18,رياضيات,"جامعة المنستيركلية العلوم بالمنستير",الاجازة   في الرياضيات التطبيقية34505
105.7934,100.2249,89.05,علوم تجريبية,,
103.525,110.955,103.0928,العلوم التقنية,,
112.645,107.1695,97.8634,علوم الإعلامية,,
90.8917,90.6918,76.3767,رياضيات,"جامعة المنستيركلية العلوم بالمنستير",الإجازة  في الرياضيات34507
109.6,102.5916,98.125,علوم تجريبية,,
137.7251,130.5775,113.9443,العلوم التقنية,,
161.64,120.295,123.655,علوم الإعلامية,,
112.835,117.8017,120.34,رياضيات,"جامعة المنستيرالمعهد العالي للبيوتكنولوجيا بالمنستير",الإجازة  في علوم الأحياء34509
