عدد;الرمز;اسم الشهادة بالعربية;المجال;nom certificat en français;مدة الدراسة;التخصصات;نوع البكالوريا;التنفيل الجغرافي;تتطلب اختبارات;لها شروط خاصة;المؤسسة;الجامعة;الولاية;صيغة مجموع النقاط;تفسير صيغة مجموع النقاط;الآفاق الجامعية;الآفاق المهنية;score2019;score2020;score2021;score2022;score2023;score2024;score2025
3019;10747;الإجازة في التغذية البشرية;علوم الصحة والطب وطب الأسنان والصيدلة;Licence en nutrition;03 سنوات;  التغذية البشرية ;آداب;لا;لا;نعم: علوم الحياة والأرض مطلوبة;المدرسة العليا لعلوم وتقنيات الصحة بتونس ;جامعة تونس المنار;تونس;FG+SVT;;ماجستير مهني;أخصائي تغذية في معهد التغذية أو الشركات المتخصصة في الصناعات الغذائية;122.38;115.82;138.82;139.44;135.13;147.59;132.39
3020;10747;الإجازة في التغذية البشرية;علوم الصحة والطب وطب الأسنان والصيدلة;Licence en nutrition;03 سنوات;  التغذية البشرية ;رياضيات;لا;لا;لا;المدرسة العليا لعلوم وتقنيات الصحة بتونس ;جامعة تونس المنار;تونس;FG+SVT;;ماجستير مهني;أخصائي تغذية في معهد التغذية أو الشركات المتخصصة في الصناعات الغذائية;128.51;134.49;147.73;142.78;142.01;148.81;143.26
3021;10747;الإجازة في التغذية البشرية;علوم الصحة والطب وطب الأسنان والصيدلة;Licence en nutrition;03 سنوات;  التغذية البشرية ;علوم تجريبية;لا;لا;لا;المدرسة العليا لعلوم وتقنيات الصحة بتونس ;جامعة تونس المنار;تونس;FG+SVT;;ماجستير مهني;أخصائي تغذية في معهد التغذية أو الشركات المتخصصة في الصناعات الغذائية;142.68;144.81;159.29;151.4;144.26;141.99;141.63
3022;10747;الإجازة في التغذية البشرية;علوم الصحة والطب وطب الأسنان والصيدلة;Licence en nutrition;03 سنوات;  التغذية البشرية ;رياضة;لا;لا;لا;المدرسة العليا لعلوم وتقنيات الصحة بتونس ;جامعة تونس المنار;تونس;FG+SVT;;ماجستير مهني;أخصائي تغذية في معهد التغذية أو الشركات المتخصصة في الصناعات الغذائية;171.2;156.46;178.99;158.24;176.97;175.65;176.97
3023;10748;الإجازة في العلاج بالعمل;علوم الصحة والطب وطب الأسنان والصيدلة;Licence en Ergotherapie;03 سنوات;  العلاج بالعمل;آداب;لا;لا;نعم: مادة اختيارية علوم الحياة والأرض مطلوبة;المدرسة العليا لعلوم وتقنيات الصحة بتونس;جامعة تونس المنار;تونس;FG+SVT;;ماجستير مهني;تقني سامي في العلاج الوظيفي وإعادة التأهيل المستشفيات الخاصة والعمومية +الانتصاب للحساب الخاص;108.96;110.02;126.09;134.78;126.79;122.98;134.22
3024;10748;الإجازة في العلاج بالعمل;علوم الصحة والطب وطب الأسنان والصيدلة;Licence en Ergotherapie;03 سنوات;  العلاج بالعمل;رياضيات;لا;لا;لا;المدرسة العليا لعلوم وتقنيات الصحة بتونس;جامعة تونس المنار;تونس;FG+SVT;;ماجستير مهني;تقني سامي في العلاج الوظيفي وإعادة التأهيل المستشفيات الخاصة والعمومية +الانتصاب للحساب الخاص;126.87;116.24;129.67;108.3;126.25;115.97;124.04
3025;10748;الإجازة في العلاج بالعمل;علوم الصحة والطب وطب الأسنان والصيدلة;Licence en Ergotherapie;03 سنوات;  العلاج بالعمل;علوم تجريبية;لا;لا;لا;المدرسة العليا لعلوم وتقنيات الصحة بتونس;جامعة تونس المنار;تونس;FG+SVT;;ماجستير مهني;تقني سامي في العلاج الوظيفي وإعادة التأهيل المستشفيات الخاصة والعمومية +الانتصاب للحساب الخاص;124.86;129.15;140.59;130.76;131.54;128.26;135.94
3026;10748;الإجازة في العلاج بالعمل;علوم الصحة والطب وطب الأسنان والصيدلة;Licence en Ergotherapie;03 سنوات;  العلاج بالعمل;رياضة;لا;لا;لا;المدرسة العليا لعلوم وتقنيات الصحة بتونس;جامعة تونس المنار;تونس;FG+SVT;;ماجستير مهني;تقني سامي في العلاج الوظيفي وإعادة التأهيل المستشفيات الخاصة والعمومية +الانتصاب للحساب الخاص;159.75;161.52;186.07;144.82;170.36;165.6;171.59
3027;40749;الإجازة في المبصريات والنظارات الطبية;علوم الصحة والطب وطب الأسنان والصيدلة;Licence en Spécialité Opticien;03 سنوات;المبصريات والنظارات الطبية;رياضيات;لا;لا;لا;المدرسة العليا لعلوم وتقنيات الصحة بصفاقس;جامعة صفاقس;صفاقس;FG+(M+SP)/2;;ماجستير مهني;صانع نظارات طبية لحساب الغير أو للحساب الخاص;123.28;115.01;130.59;131.32;118.72;119.67;110.49
3028;40749;الإجازة في المبصريات والنظارات الطبية;علوم الصحة والطب وطب الأسنان والصيدلة;Licence en Spécialité Opticien;03 سنوات;المبصريات والنظارات الطبية;علوم تجريبية;لا;لا;لا;المدرسة العليا لعلوم وتقنيات الصحة بصفاقس;جامعة صفاقس;صفاقس;FG+(M+SP)/2;;ماجستير مهني;صانع نظارات طبية لحساب الغير أو للحساب الخاص;140.42;140.8;146.52;150.12;130.53;127.84;130.54
3029;10750;الإجازة في أدواتية قاعة العمليات الجراحية;علوم الصحة والطب وطب الأسنان والصيدلة;Licence en outillage du bloc opératoire;03 سنوات;أدواتية قاعة العمليات الجراحية;رياضيات;نعم;لا;لا;المدرسة العليا لعلوم وتقنيات الصحة بتونس ;جامعة تونس;تونس;FG+SVT;;ماجستير مهني;مسؤول عن الأدوات في أقسام الجراحة بالمستشفيات الخاصة والعمومية;137.48;128.73;147.57;140.63;146.6;146.05;119.04
3030;10750;الإجازة في أدواتية قاعة العمليات الجراحية;علوم الصحة والطب وطب الأسنان والصيدلة;Licence en outillage du bloc opératoire;03 سنوات;أدواتية قاعة العمليات الجراحية;علوم تجريبية;نعم;لا;لا;المدرسة العليا لعلوم وتقنيات الصحة بتونس ;جامعة تونس;تونس;FG+SVT;;ماجستير مهني;مسؤول عن الأدوات في أقسام الجراحة بالمستشفيات الخاصة والعمومية;148.34;154.11;164.19;156.7;145.42;148.91;150.94
3031;30750;الإجازة في أدواتية قاعة العمليات الجراحية;علوم الصحة والطب وطب الأسنان والصيدلة;Licence en outillage du bloc opératoire;03 سنوات;أدواتية قاعة العمليات الجراحية;رياضيات;نعم;لا;لا;المدرسة العليا لعلوم وتقنيات الصحة بسوسة;جامعة سوسة;سوسة;FG+SVT;;ماجستير مهني;مسؤول عن الأدوات في أقسام الجراحة بالمستشفيات الخاصة والعمومية;131.93;137.24;134.31;132.26;138.61;135.69;129.77
3032;30750;الإجازة في أدواتية قاعة العمليات الجراحية;علوم الصحة والطب وطب الأسنان والصيدلة;Licence en outillage du bloc opératoire;03 سنوات;أدواتية قاعة العمليات الجراحية;علوم تجريبية;نعم;لا;لا;المدرسة العليا لعلوم وتقنيات الصحة بسوسة;جامعة سوسة;سوسة;FG+SVT;;ماجستير مهني;مسؤول عن الأدوات في أقسام الجراحة بالمستشفيات الخاصة والعمومية;139.44;146.35;159.08;146.54;141.98;141.71;149.21
3033;40750;الإجازة في أدواتية قاعة العمليات الجراحية;علوم الصحة والطب وطب الأسنان والصيدلة;Licence en outillage du bloc opératoire;03 سنوات;أدواتية قاعة العمليات الجراحية;رياضيات;نعم;لا;لا;المدرسة العليا لعلوم وتقنيات الصحة بصفاقس;جامعة صفاقس;صفاقس;FG+SVT;;ماجستير مهني;مسؤول عن الأدوات في أقسام الجراحة بالمستشفيات الخاصة والعمومية;137.36;139.27;139.41;133.8;129.24;133.96;116.94
3034;40750;الإجازة في أدواتية قاعة العمليات الجراحية;علوم الصحة والطب وطب الأسنان والصيدلة;Licence en outillage du bloc opératoire;03 سنوات;أدواتية قاعة العمليات الجراحية;علوم تجريبية;نعم;لا;لا;المدرسة العليا لعلوم وتقنيات الصحة بصفاقس;جامعة صفاقس;صفاقس;FG+SVT;;ماجستير مهني;مسؤول عن الأدوات في أقسام الجراحة بالمستشفيات الخاصة والعمومية;145.21;144;154.75;152.06;143.92;142.05;146.09
3035;34752;الإجازة في بدائل الأسنان;علوم الصحة والطب وطب الأسنان والصيدلة;Licence en prothèse dentaire;03 سنوات;بدائل الأسنان;آداب;لا;لا;نعم: مادة اختيارية علوم الحياة والأرض مطلوبة;المدرسة العليا لعلوم وتقنيات الصحة بالمنستير;جامعة المنستير;المنستير;FG+SVT;;ماجستير مهني;تقني سامي في صنع بدائل الأسنان بالمستشفيات الخاصة والعمومية +الانتصاب للحساب الخاص;133.85;133.22;139.32;115.32;119.89;144.32;137.67
3036;34752;الإجازة في بدائل الأسنان;علوم الصحة والطب وطب الأسنان والصيدلة;Licence en prothèse dentaire;03 سنوات;بدائل الأسنان;رياضيات;لا;لا;لا;المدرسة العليا لعلوم وتقنيات الصحة بالمنستير;جامعة المنستير;المنستير;FG+SVT;;ماجستير مهني;تقني سامي في صنع بدائل الأسنان بالمستشفيات الخاصة والعمومية +الانتصاب للحساب الخاص;162.3;122.28;148.34;131.11;151.26;148.29;130.35
